Title,Authors,Abstract,Link,Star
"Above 99.9% Fidelity Single-Qubit Gates, Two-Qubit Gates, and Readout in a Single Superconducting Quantum Device","Fabian Marxer, Jakub Mrozek, Joona Andersson, Leonid Abdurakhimov, Janos Adam, Ville Bergholm, Rohit Beriwal, Chun Fai Chan, Saga Dahl, Soumya Ranjan Das, Frank Deppe, Olexiy Fedorets, Zheming Gao, Alejandro Gomez Frieiro, Daria Gusenkova, et al.","Achieving high-fidelity single-qubit gates, two-qubit gates, and qubit readout is critical for building scalable, error-corrected quantum computers. However, device parameters that enhance one operation often degrade the others, making simultaneous optimization challenging. Here, we demonstrate that careful tuning of qubit-coupler coupling strengths in a superconducting circuit with two transmon qubits coupled via a tunable coupler enables high-fidelity single- and two-qubit gates, without compromising readout performance. As a result, we achieve a 40h-averaged CZ gate fidelity of 99.93%, simultaneous single-qubit gate fidelities of 99.98%, and readout fidelities over 99.94% in a single device. These results are enabled by optimized coupling parameters, an efficient CZ gate calibration experiment based on our new Phased-Averaged Leakage Error Amplification (PALEA) protocol, and a readout configuration compatible with high coherence qubits. Our results demonstrate a viable path toward scaling up superconducting quantum processors while maintaining consistently high fidelities across all core operations.",https://arxiv.org/abs/2508.16437,1
Realization of high-fidelity CZ and ZZ-free iSWAP gates with a tunable coupler,"Youngkyu Sung, Leon Ding, Jochen Braumuller, Antti Vepsalainen, Bharath Kannan, Morten Kjaergaard, Ami Greene, Gabriel O. Samach, Chris McNally, David Kim, Alexander Melville, Bethany M. Niedzielski, Mollie E. Schwartz, Jonilyn L. Yoder, Terry P. Orlando, Simon Gustavsson, William D. Oliver","High-fidelity two-qubit gates at scale are a key requirement to realize the full promise of quantum computation and simulation. The advent and use of coupler elements to tunably control two-qubit interactions has improved operational fidelity in many-qubit systems by reducing parasitic coupling and frequency crowding issues. Nonetheless, two-qubit gate errors still limit the capability of near-term quantum applications. The reason, in part, is the existing framework for tunable couplers based on the dispersive approximation does not fully incorporate three-body multi-level dynamics, which is essential for addressing coherent leakage to the coupler and parasitic longitudinal (ZZ) interactions during two-qubit gates. Here, we present a systematic approach that goes beyond the dispersive approximation to exploit the engineered level structure of the coupler and optimize its control. Using this approach, we experimentally demonstrate CZ and ZZ-free iSWAP gates with two-qubit interaction fidelities of 99.76 +/- 0.07% and 99.87 +/- 0.23%, respectively, which are close to their T1 limits.",https://arxiv.org/abs/2011.01261,
Superconducting coupler with exponentially large on-off ratio,"Catherine Leroux, Agustin Di Paolo, Alexandre Blais","Tunable two-qubit couplers offer an avenue to mitigate errors in multiqubit superconducting quantum processors. However, most couplers operate in a narrow frequency band and target specific couplings, such as the spurious ZZ interaction. We introduce a superconducting coupler that alleviates these limitations by suppressing all two-qubit interactions with an exponentially large on-off ratio and without the need for fine-tuning. Our approach is based on a bus mode supplemented by an ancillary nonlinear resonator mode. Driving the ancillary mode leads to a coupler-state-dependent field displacement in the resonator which, in turn, results in an exponential suppression of real and virtual two-qubit interactions with respect to the drive power. A superconducting circuit implementation supporting the proposed mechanism is presented.",https://arxiv.org/abs/2107.09861,
The Flux Qubit Revisited to Enhance Coherence and Reproducibility,"F. Yan, S. Gustavsson, A. Kamal, J. Birenbaum, A.P. Sears, D. Hover, D. Rosenberg, G. Samach, T.J. Gudmundsen, J.L. Yoder, T.P. Orlando, J. Clarke, A.J. Kerman, W.D. Oliver","The scalable application of quantum information science will stand on reproducible and controllable high-coherence quantum bits (qubits). Here, we revisit the design and fabrication of the superconducting flux qubit, achieving a planar device with broad frequency tunability, strong anharmonicity, high reproducibility, and relaxation times in excess of 40 mus at its flux-insensitive point. Qubit relaxation times T_1 across 22 qubits are consistently matched with a single model involving resonator loss, ohmic charge noise, and 1/f flux noise, a noise source previously considered primarily in the context of dephasing. We furthermore demonstrate that qubit dephasing at the flux-insensitive point is dominated by residual thermal photons in the readout resonator. The resulting photon shot noise is mitigated using a dynamical decoupling protocol, resulting in T_2 approx 85 mus, approximately the 2T_1 limit. In addition to realizing an improved flux qubit, our results uniquely identify photon shot noise as limiting T_2 in contemporary qubits based on transverse qubit-resonator interaction.",https://arxiv.org/abs/1508.06299,
Suppression of static ZZ interaction in an all-transmon quantum processor,"Peng Zhao, Dong Lan, Peng Xu, Guangming Xue, Mace Blank, Xinsheng Tan, Haifeng Yu, Yang Yu","The superconducting transmon qubit is currently a leading qubit modality for quantum computing, but gate performance in quantum processor with transmons is often insufficient to support running complex algorithms for practical applications. It is thus highly desirable to further improve gate performance. Due to the weak anharmonicity of transmon, a static ZZ interaction between coupled transmons commonly exists, undermining the gate performance, and in long term, it can become performance limiting. Here we theoretically explore a previously unexplored parameter region in an all-transmon system to address this issue. We show that an feasible parameter region, where the ZZ interaction is heavily suppressed while leaving XY interaction with an adequate strength to implement two-qubit gates, can be found for all-transmon systems. Thus, two-qubit gates, such as cross-resonance gate or iSWAP gate, can be realized without the detrimental effect from static ZZ interaction. To illustrate this, we demonstrate that an iSWAP gate with fast gate speed and dramatically lower conditional phase error can be achieved. Scaling up to large-scale transmon quantum processor, especially the cases with fixed coupling, addressing error, idling error, and crosstalk that arises from static ZZ interaction could also be strongly suppressed.",https://arxiv.org/abs/2011.03976,
Impact of ionizing radiation on superconducting qubit coherence,"Antti Vepsalainen, Amir H. Karamlou, John L. Orrell, Akshunna S. Dogra, Ben Loer, Francisca Vasconcelos, David K. Kim, Alexander J. Melville, Bethany M. Niedzielski, Jonilyn L. Yoder, Simon Gustavsson, Joseph A. Formaggio, Brent A. VanDevender, William D. Oliver","The practical viability of any qubit technology stands on long coherence times and high-fidelity operations, with the superconducting qubit modality being a leading example. However, superconducting qubit coherence is impacted by broken Cooper pairs, referred to as quasiparticles, with a density that is empirically observed to be orders of magnitude greater than the value predicted for thermal equilibrium by the Bardeen-Cooper-Schrieffer (BCS) theory of superconductivity. Previous work has shown that infrared photons significantly increase the quasiparticle density, yet even in the best isolated systems, it still remains higher than expected, suggesting that another generation mechanism exists. In this Letter, we provide evidence that ionizing radiation from environmental radioactive materials and cosmic rays contributes to this observed difference, leading to an elevated quasiparticle density that would ultimately limit superconducting qubits of the type measured here to coherence times in the millisecond regime. We further demonstrate that introducing radiation shielding reduces the flux of ionizing radiation and positively correlates with increased coherence time. Albeit a small effect for today's qubits, reducing or otherwise mitigating the impact of ionizing radiation will be critical for realizing fault-tolerant superconducting quantum computers.",https://arxiv.org/abs/2001.09190,
Millisecond coherence in a superconducting qubit,"Aaron Somoroff, Quentin Ficheux, Raymond A. Mencia, Haonan Xiong, Roman V. Kuzmin, Vladimir E. Manucharyan","Increasing the degree of control over physical qubits is a crucial component of quantum computing research. We report a superconducting qubit of fluxonium type with the Ramsey coherence time reaching T_2^* = 1.48 +/- 0.13 ms, which exceeds the state of the art value by an order of magnitude. As a result, the average single-qubit gate fidelity grew above 0.9999, surpassing, to our knowledge, any other solid-state quantum system. Furthermore, by measuring energy relaxation of the parity-forbidden transition to second excited state, we exclude the effect of out-of-equilibrium quasiparticles on coherence in our circuit. Combined with recent demonstrations of two-qubit gates on fluxoniums, our result paves the way for the next generation of quantum processors.",https://arxiv.org/abs/2103.08578,1
Optimal design of a superconducting transmon qubit with tapered wiring,John M. Martinis,"Analytical formulas are presented for simplified but useful qubit geometries that predict surface dielectric loss when its thickness is much less than the metal thickness, the limiting case needed for real devices. These formulas can thus be used to precisely predict loss and optimize the qubit layout. Surprisingly, a significant fraction of surface loss comes from the small wire that connects the Josephson junction to the qubit capacitor. Tapering this wire is shown to significantly lower its loss. Also predicted are the size and density of the two-level state (TLS) spectrum from individual surface dissipation sites.",https://arxiv.org/abs/2104.01544,
High fidelity control of superconducting qubits with optical transmitted signal,"Yu-Huai Li, Daojin Fan, Na Li, Fusheng Chen, Shaowei Li, Dong-Dong Li, Yu Xu, Jin Lin, Ming Gong, He-Liang Huang, Hui Deng, Yulin Wu, Haoran Qian, Shaojun Guo, Futian Liang, Xiaobo Zhu, Cheng-Zhi Peng, Jian-Wei Pan","Superconducting circuits exhibit remarkable potential for constructing large-scale quantum simulation and computation systems, featuring numerous qubits, extended coherence time, and precise control. Nevertheless, the growing number of signal cables poses a challenge in dilution refrigerators due to space and heat load constraints. To overcome this issue, we experimentally implemented an optically-assisted transmission line as an alternative to coaxial cables. By modulating microwave signals on laser intensities at room temperature and regenerating the signals at a cryogenic plate within the dilution refrigerator, we demonstrated full control of superconducting qubits using photocurrent. We demonstrate and benchmark both single-qubit and two-qubit gates on frequency tunable transmon qubits, achieving fidelities of 99.915% +/- 0.005% and 99.676% +/- 0.041%, respectively, which have reached the requirement of the surface code.",https://arxiv.org/abs/2608.19602,
A digitally controlled silicon quantum processing unit,"Michael Abraham, Edwin Acuna, Tower S. Adams, Moonmoon Akmal, Matthew R. Alfaro, I. Alvarado, Jacob Amontree, Carter Andrews, Reed W. Andrews, Michael Antcliffe, Andre R. Asencio, Ryan M. Avila Batres, Cynthia D. Baringer, David W. Barnes, Katherine M. Beech, et al.","Commercially-relevant quantum computers will require large numbers of high-performing qubits that can be manufactured, integrated, and controlled at scale. Silicon exchange-only (EO) qubits are a strong candidate modality due to their control-signal simplicity and compatibility with advanced semiconductor manufacturing, but questions remain around the achievability of sufficiently low noise and a scalable control and wiring solution. Here we introduce a quantum processing unit composed of a custom-designed cryogenic CMOS controller, a novel high-density superconducting ribbon cable, and a low-noise EO qubit device. The quantum chip features a three-rail array of 54 exchange-coupled quantum dots, configurable to host up to 18 EO qubits. We integrate and use these components to demonstrate qubit performance for both single-qubit and entangling operations that advances the EO state of the art by an order of magnitude. We further validate this system by implementing a distance-5 repetition code and a quantum error detecting code then make detailed comparisons with simulations. Our approach facilitates a utility-scale quantum computer with manageable operational and capital requirements.",https://arxiv.org/abs/2604.16216,
Real-time quantum error correction beyond break-even,"V. V. Sivak, A. Eickbusch, B. Royer, S. Singh, I. Tsioutsios, S. Ganjam, A. Miano, B. L. Brock, A. Z. Ding, L. Frunzio, S. M. Girvin, R. J. Schoelkopf, M. H. Devoret","The ambition of harnessing the quantum for computation is at odds with the fundamental phenomenon of decoherence. The purpose of quantum error correction (QEC) is to counteract the natural tendency of a complex system to decohere. This cooperative process, which requires participation of multiple quantum and classical components, creates a special type of dissipation that removes the entropy caused by the errors faster than the rate at which these errors corrupt the stored quantum information. Previous experimental attempts to engineer such a process faced an excessive generation of errors that overwhelmed the error-correcting capability of the process itself. Whether it is practically possible to utilize QEC for extending quantum coherence thus remains an open question. We answer it by demonstrating a fully stabilized and error-corrected logical qubit whose quantum coherence is significantly longer than that of all the imperfect quantum components involved in the QEC process, beating the best of them with a coherence gain of G = 2.27 +/- 0.07. We achieve this performance by combining innovations in several domains including the fabrication of superconducting quantum circuits and model-free reinforcement learning.",https://arxiv.org/abs/2211.09116,
"The Kerr-Cat Qubit: Stabilization, Readout, and Gates","Alexander Grimm, Nicholas E. Frattini, Shruti Puri, Shantanu O. Mundhada, Steven Touzard, Mazyar Mirrahimi, Steven M. Girvin, Shyam Shankar, Michel H. Devoret","Quantum superpositions of macroscopically distinct classical states, so-called Schrodinger cat states, are a resource for quantum metrology, quantum communication, and quantum computation. In particular, the superpositions of two opposite-phase coherent states in an oscillator encode a qubit protected against phase-flip errors. However, several challenges have to be overcome in order for this concept to become a practical way to encode and manipulate error-protected quantum information. The protection must be maintained by stabilizing these highly excited states and, at the same time, the system has to be compatible with fast gates on the encoded qubit and a quantum non-demolition readout of the encoded information. Here, we experimentally demonstrate a novel method for the generation and stabilization of Schrodinger cat states based on the interplay between Kerr nonlinearity and single-mode squeezing in a superconducting microwave resonator. We show an increase in transverse relaxation time of the stabilized, error-protected qubit over the single-photon Fock-state encoding by more than one order of magnitude. We perform all single-qubit gate operations on time-scales more than sixty times faster than the shortest coherence time and demonstrate single-shot readout of the protected qubit under stabilization. Our results showcase the combination of fast quantum control with the robustness against errors intrinsic to stabilized macroscopic states and open up the possibility of using these states as resources in quantum information processing.",https://arxiv.org/abs/1907.12131,
Realizing Repeated Quantum Error Correction in a Distance-Three Surface Code,"Sebastian Krinner, Nathan Lacroix, Ants Remm, Agustin Di Paolo, Elie Genois, Catherine Leroux, Christoph Hellings, Stefania Lazar, Francois Swiadek, Johannes Herrmann, Graham J. Norris, Christian Kraglund Andersen, Markus Muller, Alexandre Blais, Christopher Eichler, Andreas Wallraff","Quantum computers hold the promise of solving computational problems which are intractable using conventional methods. For fault-tolerant operation quantum computers must correct errors occurring due to unavoidable decoherence and limited control accuracy. Here, we demonstrate quantum error correction using the surface code, which is known for its exceptionally high tolerance to errors. Using 17 physical qubits in a superconducting circuit we encode quantum information in a distance-three logical qubit building up on recent distance-two error detection experiments. In an error correction cycle taking only 1.1 us, we demonstrate the preservation of four cardinal states of the logical qubit. Repeatedly executing the cycle, we measure and decode both bit- and phase-flip error syndromes using a minimum-weight perfect-matching algorithm in an error-model-free approach and apply corrections in postprocessing. We find a low error probability of 3% per cycle when rejecting experimental runs in which leakage is detected. The measured characteristics of our device agree well with a numerical model. Our demonstration of repeated, fast and high-performance quantum error correction cycles, together with recent advances in ion traps, support our understanding that fault-tolerant quantum computation will be practically realizable.",https://arxiv.org/abs/2112.03708,
Repeated Quantum Error Detection in a Surface Code,"Christian Kraglund Andersen, Ants Remm, Stefania Lazar, Sebastian Krinner, Nathan Lacroix, Graham J. Norris, Mihai Gabureac, Christopher Eichler, Andreas Wallraff","The realization of quantum error correction is an essential ingredient for reaching the full potential of fault-tolerant universal quantum computation. Using a range of different schemes, logical qubits can be redundantly encoded in a set of physical qubits. One such scalable approach is based on the surface code. Here we experimentally implement its smallest viable instance, capable of repeatedly detecting any single error using seven superconducting qubits, four data qubits and three ancilla qubits. Using high-fidelity ancilla-based stabilizer measurements we initialize the cardinal states of the encoded logical qubit with an average logical fidelity of 96.1%. We then repeatedly check for errors using the stabilizer readout and observe that the logical quantum state is preserved with a lifetime and coherence time longer than those of any of the constituent qubits when no errors are detected. Our demonstration of error detection with its resulting enhancement of the conditioned logical qubit coherence times in a 7-qubit surface code is an important step indicating a promising route towards the realization of quantum error correction in the surface code.",https://arxiv.org/abs/1912.09410,
Evidence for the utility of quantum computing before fault tolerance,"Youngseok Kim, Andrew Eddins, Sajant Anand, Ken Xuan Wei, Ewout van den Berg, Sami Rosenblatt, Hasan Nayfeh, Yantao Wu, Michael Zaletel, Kristan Temme, Abhinav Kandala","Quantum computing promises to offer substantial speed-ups over its classical counterpart for certain problems. However, the greatest impediment to realizing its full potential is noise that is inherent to these systems. The widely accepted solution to this challenge is the implementation of fault-tolerant quantum circuits, which is out of reach for current processors. Here we report experiments on a noisy 127-qubit processor and demonstrate the measurement of accurate expectation values for circuit volumes at a scale beyond brute-force classical computation. We argue that this represents evidence for the utility of quantum computing in a pre-fault-tolerant era. These experimental results are enabled by advances in the coherence and calibration of a superconducting processor at this scale and the ability to characterize and controllably manipulate noise across such a large device. We establish the accuracy of the measured expectation values by comparing them with the output of exactly verifiable circuits. In the regime of strong entanglement, the quantum computer provides correct results for which leading classical approximations such as pure-state-based 1D (matrix product states, MPS) and 2D (isometric tensor network states, isoTNS) tensor network methods break down. These experiments demonstrate a foundational tool for the realization of near-term quantum applications.",https://www.nature.com/articles/s41586-023-06096-3,
Bias-preserving and error-detectable entangling operations in a superconducting dual-rail system,"Nitish Mehta, James D. Teoh, Taewan Noh, Ankur Agrawal, Amos Anderson, Beau Birdsall, Avadh Brahmbhatt, Winfred Byrd, Marc Cacioppo, Anthony Cabrera, Leo Carroll, Jonathan Chen, Tzu-Chiao Chien, Richard Chamberlain, Jacob C. Curtis, et al.","For useful quantum computation, error-corrected machines are required that can dramatically reduce the inevitable errors experienced by physical qubits. While significant progress has been made in approaching and exceeding the surface-code threshold in superconducting platforms, large gains in the logical error rate with increasing system size remain out of reach. This is due both to the large number of required physical qubits and the need to operate far below threshold. Importantly, by exploiting the biases and structure of the physical errors, this threshold can be raised. Erasure qubits achieve this by detecting certain errors at the hardware level. Dual-rail qubits encoded in superconducting cavities are a promising erasure qubit wherein the dominant error, photon loss, can be detected and converted to an erasure. In these approaches, the complete set of operations, including two qubit gates, must be high performance and preserve as much of the desirable hierarchy or bias in the errors as possible. Here, we design and realize a novel two-qubit gate for dual-rail erasure qubits based on superconducting microwave cavities. The gate is high-speed (~500 ns duration), and yields a residual gate infidelity after error detection below 0.1%. Moreover, we experimentally demonstrate that this gate largely preserves the favorable error structure of idling dual-rail qubits, making it ideal for error correction. We measure low erasure rates of ~0.5% per gate, as well as low and asymmetric dephasing errors that occur at least three times more frequently on control qubits compared to target qubits. Bit-flip errors are practically nonexistent, bounded at the few parts per million level. This error asymmetry has not been well explored but is extremely useful in quantum error correction and flag-qubit contexts, where it can create a faster path to effective error-corrected systems.",https://arxiv.org/abs/2503.10935,
Quantum error correction at ultra-low overhead,"Zhide Lu, Weikang Li, Dong-Ling Deng","Suppressing errors is the central challenge for useful large-scale quantum computing. While quantum error correction promises a viable solution to this challenge, existing codes typically suffer from trade-offs among encoding efficiency, error threshold, and hardware feasibility. Here, we introduce Cornucopia codes, a family of practical, hardware-efficient quantum low-density parity-check codes that achieve an ultra-high encoding rate exceeding 1/2 while maintaining a pseudo-threshold exceeding 0.4% under the standard circuit-level noise model. Inspired by recent affine-permutation-based code constructions and the long-range connectivity available in reconfigurable neutral-atom arrays, we adopt a structured code geometry in which the code layout, atom rearrangement, and syndrome-extraction schedule are co-designed. This structure enables nonlocal syndrome measurements through simple, parallel atom rearrangements. A complete syndrome extraction cycle measures all X- and Z-type checks in parallel with 12 entangling layers, independent of the code size. The resulting threshold is comparable to those of the surface code and bivariate bicycle codes. In particular, a single code block [[2844,1426,18]] encodes 1,426 distance-18 logical qubits, achieving an extrapolated logical error rate of 2.6x10^-16 (1.9x10^-31) per logical qubit per cycle, assuming the physical error rate of 0.1% (0.01%). By comparison, a bivariate bicycle code implementation would require more than 68,000 physical qubits to encode the same number of logical qubits at a comparable logical error rate. These results bring demonstrations of ultra-low-overhead quantum error correction within the reach of near-term quantum processors.",https://arxiv.org/abs/2608.02773,
High-rate qLDPC processors,"Aditya Bhardwaj, Muzhou Ma, Nadine Meister, Robbie King, Dolev Bluvstein, John Preskill, Madelyn Cain, Qian Xu, Hsin-Yuan Huang","Despite significant progress on quantum low-density parity-check (qLDPC) codes, building qLDPC processors that are high-rate, high-throughput, hardware-friendly, and fast-to-decode remains a challenge. We introduce mitten codes, a family of qLDPC processor codes of encoding rate 20% and check weight 9, based on non-abelian groups. Their non-abelian structure evades distance bounds constraining abelian counterparts, allowing mitten codes to reach distance 18 and beyond with just a few hundred data qubits. The logical operators of a mitten code are related by the group action, yielding a modular, low-overhead logical toolkit: full Clifford operations follow from bridging two reusable seed surgery gadgets or from a single fixed extractor. Furthermore, qLDPC processors based on mitten codes support high-rate surgery that executes many logical measurements in parallel, and parallel magic-state injection into all logical qubits at once. Under circuit-level noise, with our fast decoder, the [[300,60,14]] mitten code achieves, without extrapolation, a block logical error rate of ~10^-11 per round at 0.1% physical error rate (PER), while the [[975,195,<=24]] code reaches ~10^-8 at 0.4% PER. Decoding 15 billion surgery experiments on the [[540,108,18]] code at 0.1% PER, we observe only two logical failures, demonstrating a qLDPC processor capable of running ~10^10 logical operations. Our decoder is compatible with sub-millisecond average latency per logical cycle, sufficient for real-time decoding on neutral atom hardware. Discovered by an end-to-end design pipeline built on sQetch, a distance estimator orders of magnitude faster than existing tools, and mapping efficiently onto near-term neutral atom and superconducting hardware, mitten codes open a practical path toward fault-tolerant quantum computation.",https://arxiv.org/abs/2607.28795,
Nearest-neighbour gates are all you need: High-rate quantum low-density parity-check codes on a planar grid,"Boren Gu, Tamas Noszko, Vincent Steffan, Jens Niklas Eberhardt, Joschka Roffe, Jens Eisert, Stergios Koutsioumpas","High-performance quantum low-density parity-check codes promise substantial reductions in the overhead of fault-tolerant quantum computation, but most constructions require long-range connectivity or qubit shuttling, both of which are difficult to realise in superconducting architectures. Here we introduce a family of quantum low-density parity-check codes that, for the first time, combines planar open-boundary layouts, finite-size advantages over surface codes, and syndrome extraction using only nearest-neighbour gates on a square grid of qubits. The key idea is to generate check-data connectivity dynamically: nearest-neighbour iSWAP walks both define the stabiliser supports and implement their measurement, avoiding the need for a long-range hardware graph. The resulting circuits achieve optimal constant-depth stabiliser measurement, independent of code size, and naturally remove leakage from the system by exchanging the role of check and data qubits at each syndrome extraction round. We find finite-size instances such as a [[323,14,15]] code, whose code-efficiency ratio is nearly an order of magnitude larger than that of rotated surface-code patches. At around 30 circuit qubits per logical qubit, the best directional tile-code layouts reduce the per-logical per-round logical error rate by up to a factor of 1000 relative to rotated surface-code memories. These results show that the advantages of quantum low-density parity-check codes can survive compilation into strictly planar nearest-neighbour circuits, bringing low-overhead fault-tolerant memories closer to near-term hardware.",https://arxiv.org/abs/2606.19482,
Boundary-Aware Stabilizer Scheduling for Distributed Quantum Error Correction,"Sanidhya Gupta, Sanidhay Bhambay, Narges Alavisamani, Neil Walton, Thirupathaiah Vasantam","Future quantum architectures are expected to be modular, with quantum processors connecting multiple quantum processing units (QPUs) via photonic interconnects. In topological quantum error correction, such as color codes, this creates seam boundaries where parity checks require remote CNOT operations using heralded Bell pairs. These non-local checks are slower and noisier than bulk local checks because entanglement generation is probabilistic, causing data qubits to accumulate idle noise while waiting for remote operations. A natural way to reduce this overhead is to skip some seam measurements; however, doing so makes seam syndrome information stale and can degrade decoding. The central scheduling problem is therefore to determine how frequently seam checks should be measured so as to balance remote-operation and waiting noise against syndrome staleness. To address this trade-off, we develop a scheduling module that integrates directly into standard syndrome-extraction circuits. We consider two policies: Skip-Seam-tau (SS-tau), which measures all bulk checks every round while measuring seam checks once every tau rounds and copying the most recent syndrome in skipped rounds, and Adaptive Skip-tau (AST), which selects tau as a function of code distance and entanglement generation rate (EGR). We evaluate these policies on triangular color codes under circuit-level noise in Stim, including idling errors induced by Bell-pair generation delays. Our simulations show that SS-tau and AST reduce remote-operation overhead and can lower the logical error rate (LER) relative to the Measure-All (MA) baseline. For physical error rate p = 10^-3, we identify an EGR regime in which both SS-tau and AST exhibit behavior consistent with fault-tolerant scaling, with LER decreasing as code distance increases. Across these regimes, SS-tau and AST outperform MA.",https://arxiv.org/abs/2604.22471,
Resolving catastrophic error bursts from cosmic rays in large arrays of superconducting qubits,"Matt McEwen, Lara Faoro, Kunal Arya, Andrew Dunsworth, Trent Huang, Seon Kim, Brian Burkett, Austin Fowler, Frank Arute, Joseph C. Bardin, Andreas Bengtsson, Alexander Bilmes, Bob B. Buckley, Nicholas Bushnell, Zijun Chen, et al.","Scalable quantum computing can become a reality with error correction, provided coherent qubits can be constructed in large arrays. The key premise is that physical errors can remain both small and sufficiently uncorrelated as devices scale, so that logical error rates can be exponentially suppressed. However, energetic impacts from cosmic rays and latent radioactivity violate both of these assumptions. An impinging particle ionizes the substrate, radiating high energy phonons that induce a burst of quasiparticles, destroying qubit coherence throughout the device. High-energy radiation has been identified as a source of error in pilot superconducting quantum devices, but lacking a measurement technique able to resolve a single event in detail, the effect on large scale algorithms and error correction in particular remains an open question. Elucidating the physics involved requires operating large numbers of qubits at the same rapid timescales as in error correction, exposing the event's evolution in time and spread in space. Here, we directly observe high-energy rays impacting a large-scale quantum processor. We introduce a rapid space and time-multiplexed measurement method and identify large bursts of quasiparticles that simultaneously and severely limit the energy coherence of all qubits, causing chip-wide failure. We track the events from their initial localised impact to high error rates across the chip. Our results provide direct insights into the scale and dynamics of these damaging error bursts in large-scale devices, and highlight the necessity of mitigation to enable quantum computing to scale.",https://arxiv.org/abs/2104.05219,
Phonon downconversion to suppress correlated errors in superconducting qubits,"V. Iaia, J. Ku, A. Ballard, C. P. Larson, E. Yelton, C. H. Liu, S. Patel, R. McDermott, B. L. T. Plourde","Quantum error correction can preserve quantum information in the presence of local errors, but correlated errors are fatal. For superconducting qubits, high-energy particle impacts from background radioactivity produce energetic phonons that travel throughout the substrate and create excitations above the superconducting ground state, known as quasiparticles, which can poison all qubits on the chip. We use normal metal reservoirs on the chip back side to downconvert phonons to low energies where they can no longer poison qubits. We introduce a pump-probe scheme involving controlled injection of pair-breaking phonons into the qubit chips. We examine quasiparticle poisoning on chips with and without back-side metallization and demonstrate a reduction in the flux of pair-breaking phonons by over a factor of 20. We use a Ramsey interferometer scheme to simultaneously monitor quasiparticle parity on three qubits for each chip and observe a two-order of magnitude reduction in correlated poisoning due to background radiation.",https://arxiv.org/abs/2203.06586,
Coexistence of nonequilibrium density and equilibrium energy distribution of quasiparticles in a superconducting qubit,"Thomas Connolly, Pavel D. Kurilovich, Spencer Diamond, Heekun Nho, Charlotte G. L. Bottcher, Leonid I. Glazman, Valla Fatemi, Michel H. Devoret","The density of quasiparticles typically observed in superconducting qubits exceeds the value expected in equilibrium by many orders of magnitude. Can this out-of-equilibrium quasiparticle density still possess an energy distribution in equilibrium with the phonon bath? Here, we answer this question affirmatively by measuring the thermal activation of charge-parity switching in a transmon qubit with a difference in superconducting gap on the two sides of the Josephson junction. We then demonstrate how the gap asymmetry of the device can be exploited to manipulate its parity.",https://arxiv.org/abs/2302.12330,
Distinguishing parity-switching mechanisms in a superconducting qubit,"Spencer Diamond, Valla Fatemi, Max Hays, Heekun Nho, Pavel D. Kurilovich, Thomas Connolly, Vidul R. Joshi, Kyle Serniak, Luigi Frunzio, Leonid I. Glazman, Michel H. Devoret","Single-charge tunneling is a decoherence mechanism affecting superconducting qubits, yet the origin of excess quasiparticle excitations (QPs) responsible for this tunneling in superconducting devices is not fully understood. We measure the flux dependence of charge-parity (or simply, 'parity') switching in an offset-charge-sensitive transmon qubit to identify the contributions of photon-assisted parity switching and QP generation to the overall parity-switching rate. The parity-switching rate exhibits a qubit-state-dependent peak in the flux dependence, indicating a cold distribution of excess QPs which are predominantly trapped in the low-gap film of the device. Moreover, we find that the photon-assisted process contributes significantly to both parity switching and the generation of excess QPs by fitting to a model that self-consistently incorporates photon-assisted parity switching as well as inter-film QP dynamics.",https://arxiv.org/abs/2204.07458,
Correlated Charge Noise and Relaxation Errors in Superconducting Qubits,"C. D. Wilen, S. Abdullah, N. A. Kurinsky, C. Stanford, L. Cardani, G. D'Imperio, C. Tomei, L. Faoro, L. B. Ioffe, C. H. Liu, A. Opremcak, B. G. Christensen, J. L. DuBois, R. McDermott","The central challenge in building a quantum computer is error correction. Unlike classical bits, which are susceptible to only one type of error, quantum bits (""qubits"") are susceptible to two types of error, corresponding to flips of the qubit state about the X- and Z-directions. While the Heisenberg Uncertainty Principle precludes simultaneous monitoring of X- and Z-flips on a single qubit, it is possible to encode quantum information in large arrays of entangled qubits that enable accurate monitoring of all errors in the system, provided the error rate is low. Another crucial requirement is that errors cannot be correlated. Here, we characterize a superconducting multiqubit circuit and find that charge fluctuations are highly correlated on a length scale over 600 mum; moreover, discrete charge jumps are accompanied by a strong transient suppression of qubit energy relaxation time across the millimeter-scale chip. The resulting correlated errors are explained in terms of the charging event and phonon-mediated quasiparticle poisoning associated with absorption of gamma rays and cosmic-ray muons in the qubit substrate. Robust quantum error correction will require the development of mitigation strategies to protect multiqubit arrays from correlated errors due to particle impacts.",https://arxiv.org/abs/2012.06029,
